time,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max,location
2024-03-13,31.6,21.7,0.0,24.2,86,Mumbai
2024-03-14,31.1,20.9,0.0,23.9,96,Mumbai
2024-03-15,30.1,19.9,0.0,16.9,95,Mumbai
2024-03-16,30.5,19.1,0.0,20.2,99,Mumbai
2024-03-17,31.7,20.2,0.0,18.8,99,Mumbai
2024-03-18,31.6,22.0,0.0,17.6,99,Mumbai
2024-03-19,33.2,22.1,0.0,21.4,99,Mumbai
2024-03-20,38.1,21.3,0.0,22.4,48,Mumbai
2024-03-21,37.9,22.4,0.0,18.9,48,Mumbai
2024-03-22,33.9,22.2,0.0,18.0,96,Mumbai
2024-03-23,33.3,20.8,0.0,18.7,96,Mumbai
2024-03-24,31.9,21.4,0.0,18.9,97,Mumbai
2024-03-25,32.6,22.3,0.0,20.3,92,Mumbai
2024-03-26,34.3,21.3,0.0,22.2,95,Mumbai
2024-03-27,33.2,22.2,0.0,22.3,95,Mumbai
2024-03-28,33.1,22.8,0.0,18.4,96,Mumbai
2024-03-29,34.8,23.4,0.0,19.9,97,Mumbai
2024-03-30,34.3,23.6,0.0,24.0,86,Mumbai
2024-03-31,34.2,23.7,0.0,24.0,70,Mumbai
2024-04-01,33.9,24.5,0.0,20.0,87,Mumbai
2024-04-02,33.3,21.4,0.0,19.0,94,Mumbai
2024-04-03,33.5,21.6,0.0,20.6,94,Mumbai
2024-04-04,33.0,22.3,0.0,21.4,95,Mumbai
2024-04-05,35.5,23.3,0.0,26.7,92,Mumbai
2024-04-06,36.9,25.9,0.0,28.4,68,Mumbai
2024-04-07,36.6,25.9,0.0,26.0,69,Mumbai
2024-04-08,33.5,22.0,0.0,19.8,90,Mumbai
2024-04-09,34.3,21.8,0.0,19.0,95,Mumbai
2024-04-10,33.5,23.4,0.0,20.2,99,Mumbai
2024-04-11,33.6,22.7,0.0,18.8,97,Mumbai
2024-04-12,33.9,23.3,0.0,17.6,92,Mumbai
2024-04-13,31.6,22.7,0.0,17.7,93,Mumbai
2024-04-14,32.7,21.8,0.0,23.8,94,Mumbai
2024-04-15,36.4,24.5,0.0,21.7,95,Mumbai
2024-04-16,41.4,27.9,0.0,21.6,80,Mumbai
2024-04-17,33.9,28.0,0.0,18.2,92,Mumbai
2024-04-18,34.4,27.2,0.0,21.3,96,Mumbai
2024-04-19,35.8,26.6,0.0,26.7,86,Mumbai
2024-04-20,35.8,26.2,0.0,27.0,79,Mumbai
2024-04-21,34.1,24.4,0.0,26.0,88,Mumbai
2024-04-22,34.4,25.9,0.0,24.4,88,Mumbai
2024-04-23,34.5,24.4,0.0,23.5,94,Mumbai
2024-04-24,34.0,23.9,0.0,22.3,91,Mumbai
2024-04-25,34.5,24.8,0.0,25.5,93,Mumbai
2024-04-26,35.3,25.8,0.0,22.1,87,Mumbai
2024-04-27,36.2,26.2,0.0,23.4,87,Mumbai
2024-04-28,39.5,27.2,0.0,27.2,68,Mumbai
2024-04-29,38.3,26.9,0.0,26.6,65,Mumbai
2024-04-30,37.7,25.9,0.0,27.0,83,Mumbai
2024-05-01,34.6,25.2,0.0,20.0,89,Mumbai
2024-05-02,33.5,24.4,0.0,20.5,95,Mumbai
2024-05-03,33.3,23.4,0.0,20.2,96,Mumbai
2024-05-04,33.3,24.2,0.0,21.9,98,Mumbai
2024-05-05,34.8,25.0,0.0,23.5,96,Mumbai
2024-05-06,33.3,25.6,0.0,20.7,98,Mumbai
2024-05-07,33.5,25.6,0.0,20.4,95,Mumbai
2024-05-08,33.1,26.6,0.0,24.4,87,Mumbai
2024-05-09,33.0,26.4,0.0,20.3,93,Mumbai
2024-05-10,33.3,26.3,0.0,19.9,93,Mumbai
2024-05-11,33.7,26.4,0.0,23.9,96,Mumbai
2024-05-12,34.0,27.2,0.0,22.4,93,Mumbai
2024-05-13,34.9,27.6,1.8,22.5,93,Mumbai
2024-05-14,37.7,27.6,0.0,23.7,80,Mumbai
2024-05-15,36.1,26.8,0.0,21.1,88,Mumbai
2024-05-16,39.0,27.3,0.1,18.1,95,Mumbai
2024-05-17,36.4,28.4,0.0,17.3,89,Mumbai
2024-05-18,34.8,27.8,0.0,17.3,95,Mumbai
2024-05-19,34.2,26.6,5.6,19.3,93,Mumbai
2024-05-20,35.2,29.2,0.0,21.2,87,Mumbai
2024-05-21,35.5,28.6,0.1,21.9,90,Mumbai
2024-05-22,34.6,29.0,0.3,18.7,89,Mumbai
2024-05-23,34.3,28.1,0.0,24.2,95,Mumbai
2024-05-24,34.8,28.2,0.2,18.4,91,Mumbai
2024-05-25,33.8,28.7,0.7,19.4,86,Mumbai
2024-05-26,33.5,29.2,0.5,21.3,80,Mumbai
2024-05-27,33.7,29.4,0.5,21.3,81,Mumbai
2024-05-28,33.8,29.0,0.6,21.3,81,Mumbai
2024-05-29,34.1,29.3,0.4,23.4,75,Mumbai
2024-05-30,34.7,29.1,0.2,19.2,87,Mumbai
2024-05-31,34.5,28.1,0.6,19.5,95,Mumbai
2024-06-01,34.2,27.7,0.8,18.7,94,Mumbai
2024-06-02,34.6,28.2,0.3,17.9,86,Mumbai
2024-06-03,34.3,28.8,0.7,15.5,85,Mumbai
2024-06-04,33.6,27.9,4.8,15.9,91,Mumbai
2024-06-05,33.9,26.6,6.7,16.5,93,Mumbai
2024-06-06,34.2,26.6,1.2,17.3,92,Mumbai
2024-06-07,33.7,28.1,1.1,18.0,88,Mumbai
2024-06-08,34.5,26.6,6.3,20.0,93,Mumbai
2024-06-09,31.7,26.1,23.0,13.6,93,Mumbai
2024-06-10,29.9,25.8,33.2,14.7,97,Mumbai
2024-06-11,30.3,25.8,10.8,13.5,96,Mumbai
2024-06-12,30.1,25.7,14.3,16.1,97,Mumbai
2024-06-13,30.1,26.3,13.6,17.7,93,Mumbai
2024-06-14,29.3,25.9,8.6,18.3,94,Mumbai
2024-06-15,29.9,25.9,2.2,18.9,92,Mumbai
2024-06-16,31.1,26.3,1.4,15.0,91,Mumbai
2024-06-17,31.7,26.7,7.4,18.6,93,Mumbai
2024-06-18,29.9,26.3,30.3,20.8,94,Mumbai
2024-06-19,29.3,26.1,23.3,18.9,94,Mumbai
2024-06-20,28.6,26.2,48.6,20.7,93,Mumbai
2024-06-21,31.2,25.0,22.9,20.9,95,Mumbai
2024-06-22,30.3,25.4,5.3,16.8,96,Mumbai
2024-06-23,29.9,25.9,4.2,16.6,94,Mumbai
2024-06-24,29.8,26.1,11.3,18.0,95,Mumbai
2024-06-25,30.7,26.3,6.8,31.7,94,Mumbai
2024-06-26,30.6,27.0,23.0,29.9,95,Mumbai
2024-06-27,28.9,26.6,98.7,27.5,93,Mumbai
2024-06-28,28.3,26.1,45.3,27.8,94,Mumbai
2024-06-29,30.2,26.0,21.3,26.2,93,Mumbai
2024-06-30,29.5,26.3,21.3,30.6,93,Mumbai
2024-01-01,25.0,14.6,0.0,10.8,97,West_Bengal
2024-01-02,23.5,13.4,0.0,9.8,96,West_Bengal
2024-01-03,24.5,12.5,0.0,9.8,95,West_Bengal
2024-01-04,25.4,12.8,0.0,9.2,100,West_Bengal
2024-01-05,25.8,13.6,0.0,8.8,95,West_Bengal
2024-01-06,26.7,14.4,0.0,10.9,93,West_Bengal
2024-01-07,26.2,15.4,0.0,10.5,93,West_Bengal
2024-01-08,25.9,15.5,0.0,12.7,96,West_Bengal
2024-01-09,25.3,14.3,0.0,10.1,96,West_Bengal
2024-01-10,26.0,13.5,0.0,7.9,100,West_Bengal
2024-01-11,25.1,14.2,0.0,11.8,93,West_Bengal
2024-01-12,23.1,11.6,0.0,14.8,97,West_Bengal
2024-01-13,22.7,10.5,0.0,11.2,97,West_Bengal
2024-01-14,22.3,10.3,0.0,9.6,97,West_Bengal
2024-01-15,22.1,10.3,0.0,9.7,99,West_Bengal
2024-01-16,22.7,11.2,0.0,9.4,98,West_Bengal
2024-01-17,23.9,11.6,0.0,10.1,96,West_Bengal
2024-01-18,19.5,15.4,15.9,12.6,98,West_Bengal
2024-01-19,23.2,14.8,0.1,9.9,98,West_Bengal
2024-01-20,22.9,13.1,0.0,7.6,97,West_Bengal
2024-01-21,20.5,14.3,0.6,8.7,96,West_Bengal
2024-01-22,21.6,11.3,0.0,11.5,99,West_Bengal
2024-01-23,22.8,10.5,0.0,10.1,97,West_Bengal
2024-01-24,21.4,14.6,8.8,9.1,94,West_Bengal
2024-01-25,22.7,13.2,0.0,7.9,100,West_Bengal
2024-01-26,23.0,12.3,0.0,12.7,97,West_Bengal
2024-01-27,22.9,11.3,0.0,12.4,88,West_Bengal
2024-01-28,23.6,10.2,0.0,10.1,92,West_Bengal
2024-01-29,24.8,11.6,0.0,8.8,93,West_Bengal
2024-01-30,26.8,13.3,1.2,11.8,95,West_Bengal
2024-01-31,25.5,17.5,17.7,12.4,98,West_Bengal
2024-02-01,25.0,16.8,7.5,10.5,100,West_Bengal
2024-02-02,26.6,17.2,1.2,9.4,100,West_Bengal
2024-02-03,25.9,16.4,0.0,12.0,99,West_Bengal
2024-02-04,26.6,13.8,0.0,10.7,97,West_Bengal
2024-02-05,27.1,15.4,0.0,9.3,100,West_Bengal
2024-02-06,28.2,18.7,1.4,12.2,99,West_Bengal
2024-02-07,26.0,18.2,0.0,13.0,99,West_Bengal
2024-02-08,24.8,15.1,0.0,11.3,86,West_Bengal
2024-02-09,23.3,13.3,0.0,13.1,88,West_Bengal
2024-02-10,24.8,12.4,0.0,12.6,87,West_Bengal
2024-02-11,26.8,12.4,0.0,11.2,89,West_Bengal
2024-02-12,27.6,15.0,0.0,9.2,89,West_Bengal
2024-02-13,29.1,17.2,0.0,8.8,92,West_Bengal
2024-02-14,28.6,16.5,0.0,8.4,98,West_Bengal
2024-02-15,28.0,17.1,0.0,22.9,95,West_Bengal
2024-02-16,28.8,17.6,0.0,11.0,97,West_Bengal
2024-02-17,28.1,15.1,0.0,10.0,97,West_Bengal
2024-02-18,29.4,16.4,0.3,9.4,96,West_Bengal
2024-02-19,30.1,19.2,0.3,12.1,100,West_Bengal
2024-02-20,31.6,21.6,0.9,15.7,98,West_Bengal
2024-02-21,32.9,20.7,0.0,10.8,100,West_Bengal
2024-02-22,29.9,21.1,3.5,14.0,99,West_Bengal
2024-02-23,28.7,19.5,0.2,17.3,97,West_Bengal
2024-02-24,27.9,17.7,0.0,15.0,93,West_Bengal
2024-02-25,24.9,18.3,3.6,18.9,85,West_Bengal
2024-02-26,28.5,17.4,0.0,11.4,82,West_Bengal
2024-02-27,29.0,18.0,0.0,7.7,79,West_Bengal
2024-02-28,29.4,18.4,0.1,11.7,92,West_Bengal
2024-02-29,29.9,18.7,0.0,9.4,93,West_Bengal
2024-03-01,30.3,17.7,0.0,10.9,90,West_Bengal
2024-03-02,30.8,17.9,0.0,6.9,97,West_Bengal
2024-03-03,31.4,20.7,0.3,7.5,100,West_Bengal
2024-03-04,31.4,20.1,1.1,16.3,90,West_Bengal
2024-03-05,31.3,20.9,0.0,11.6,98,West_Bengal
2024-03-06,29.7,18.9,0.0,12.1,85,West_Bengal
2024-03-07,28.8,19.2,0.1,10.6,92,West_Bengal
2024-03-08,30.6,18.9,0.0,12.6,80,West_Bengal
2024-03-09,30.1,15.7,0.0,12.0,82,West_Bengal
2024-03-10,30.2,17.1,0.0,10.5,85,West_Bengal
2024-03-11,31.7,15.4,0.0,11.4,85,West_Bengal
2024-03-12,33.4,21.6,0.0,15.3,96,West_Bengal
2024-03-13,33.6,22.7,3.5,21.2,99,West_Bengal
2024-03-14,32.1,22.5,5.7,28.3,97,West_Bengal
2024-03-15,33.3,23.1,4.3,24.5,100,West_Bengal
2024-03-16,32.1,24.1,0.6,15.1,99,West_Bengal
2024-03-17,31.7,22.0,0.0,9.4,97,West_Bengal
2024-03-18,29.5,22.6,11.7,15.5,97,West_Bengal
2024-03-19,30.2,22.5,2.3,27.3,94,West_Bengal
2024-03-20,23.6,18.4,13.2,10.6,98,West_Bengal
2024-03-21,26.3,18.4,3.3,8.1,98,West_Bengal
2024-03-22,28.2,17.1,0.0,8.0,99,West_Bengal
2024-03-23,32.0,19.9,3.8,21.7,100,West_Bengal
2024-03-24,33.9,23.6,0.0,18.2,97,West_Bengal
2024-03-25,33.1,22.3,0.8,16.9,100,West_Bengal
2024-03-26,32.5,23.7,0.2,11.1,98,West_Bengal
2024-03-27,35.1,23.1,2.4,18.0,97,West_Bengal
2024-03-28,34.4,22.9,0.1,16.5,100,West_Bengal
2024-03-29,35.1,24.5,0.8,15.8,100,West_Bengal
2024-03-30,36.0,25.0,0.2,21.8,98,West_Bengal
2024-03-31,35.3,25.5,7.3,20.1,96,West_Bengal
2024-04-01,36.9,25.4,0.0,15.0,82,West_Bengal
2024-04-02,36.2,24.7,0.0,13.3,94,West_Bengal
2024-04-03,36.8,24.9,0.0,17.0,99,West_Bengal
2024-04-04,36.7,26.2,15.6,21.4,98,West_Bengal
2024-04-05,38.2,26.5,0.0,17.5,97,West_Bengal
2024-04-06,37.6,26.3,3.3,20.6,98,West_Bengal
2024-04-07,36.2,26.2,2.5,19.6,97,West_Bengal
2024-04-08,32.0,22.8,0.1,21.4,96,West_Bengal
2024-04-09,34.7,21.7,0.0,12.0,87,West_Bengal
2024-04-10,35.7,22.5,0.0,12.7,87,West_Bengal
2024-04-11,32.7,23.6,0.8,17.3,88,West_Bengal
2024-04-12,34.9,22.5,0.0,9.0,89,West_Bengal
2024-04-13,36.6,23.0,0.0,9.0,91,West_Bengal
2024-04-14,36.5,24.0,0.0,9.7,88,West_Bengal
2024-04-15,38.4,24.5,0.0,14.2,94,West_Bengal
2024-04-16,38.9,26.6,0.0,14.9,90,West_Bengal
2024-04-17,38.6,27.4,0.0,10.8,83,West_Bengal
2024-04-18,38.6,25.6,0.0,13.9,93,West_Bengal
2024-04-19,40.7,25.3,0.0,22.4,82,West_Bengal
2024-04-20,41.7,26.3,0.0,22.4,85,West_Bengal
2024-04-21,41.1,27.2,0.0,22.1,88,West_Bengal
2024-04-22,40.0,27.7,0.0,15.0,91,West_Bengal
2024-04-23,38.7,26.6,0.0,16.2,64,West_Bengal
2024-04-24,39.8,27.2,0.0,16.2,72,West_Bengal
2024-04-25,40.4,25.6,0.0,16.1,80,West_Bengal
2024-04-26,41.0,27.5,0.0,20.2,91,West_Bengal
2024-04-27,40.8,27.9,0.0,17.7,92,West_Bengal
2024-04-28,40.4,28.3,1.6,17.6,90,West_Bengal
2024-04-29,41.5,28.5,0.0,21.0,74,West_Bengal
2024-04-30,43.9,29.3,0.0,25.7,75,West_Bengal
2024-05-01,41.5,28.8,0.0,21.1,72,West_Bengal
2024-05-02,41.6,29.2,0.3,21.6,85,West_Bengal
2024-05-03,40.0,26.9,0.0,16.5,98,West_Bengal
2024-05-04,39.0,27.8,0.0,22.2,94,West_Bengal
2024-05-05,37.1,28.3,0.0,25.6,88,West_Bengal
2024-05-06,36.5,25.0,38.8,33.8,93,West_Bengal
2024-05-07,34.2,25.4,0.4,24.5,90,West_Bengal
2024-05-08,30.3,24.4,2.2,17.1,95,West_Bengal
2024-05-09,30.7,24.2,5.6,17.1,98,West_Bengal
2024-05-10,31.0,24.4,12.3,17.3,98,West_Bengal
2024-05-11,31.2,25.7,12.4,18.2,97,West_Bengal
2024-05-12,32.7,24.3,6.9,20.3,96,West_Bengal
2024-05-13,33.5,24.7,0.0,14.1,96,West_Bengal
2024-05-14,34.1,25.4,8.4,14.8,98,West_Bengal
2024-05-15,35.0,26.2,0.0,12.8,96,West_Bengal
2024-05-16,35.9,26.4,0.0,14.3,97,West_Bengal
2024-05-17,37.7,27.5,0.1,19.7,88,West_Bengal
2024-05-18,37.1,29.0,0.0,17.2,90,West_Bengal
2024-05-19,34.9,29.2,0.0,14.8,89,West_Bengal
2024-05-20,34.0,27.1,19.3,15.5,93,West_Bengal
2024-05-21,34.0,27.1,10.1,14.8,97,West_Bengal
2024-05-22,34.3,27.2,1.9,14.3,95,West_Bengal
2024-05-23,34.6,26.1,1.0,22.4,97,West_Bengal
2024-05-24,35.4,27.1,0.0,18.0,93,West_Bengal
2024-05-25,35.5,27.5,0.5,16.3,92,West_Bengal
2024-05-26,30.5,26.7,33.2,42.6,94,West_Bengal
2024-05-27,27.7,26.1,80.5,44.0,96,West_Bengal
2024-05-28,36.0,26.2,0.5,22.0,90,West_Bengal
2024-05-29,35.2,29.3,0.0,31.0,92,West_Bengal
2024-05-30,34.7,29.7,0.0,29.0,90,West_Bengal
2024-05-31,34.1,28.7,0.0,26.1,91,West_Bengal
2024-06-01,34.5,27.7,0.7,23.5,94,West_Bengal
2024-06-02,33.9,28.7,5.9,21.0,91,West_Bengal
2024-06-03,34.8,28.5,0.0,19.7,91,West_Bengal
2024-06-04,35.3,28.8,0.0,20.5,90,West_Bengal
2024-06-05,36.0,28.4,0.7,20.8,97,West_Bengal
2024-06-06,36.9,26.9,1.4,19.7,97,West_Bengal
2024-06-07,36.6,26.0,0.0,22.4,97,West_Bengal
2024-06-08,35.2,28.1,0.0,21.6,87,West_Bengal
2024-06-09,36.5,28.3,0.0,16.7,89,West_Bengal
2024-06-10,36.2,28.8,0.0,17.5,90,West_Bengal
2024-06-11,36.3,29.0,0.0,19.1,88,West_Bengal
2024-06-12,34.7,28.6,0.0,19.9,87,West_Bengal
2024-06-13,35.5,28.8,0.2,23.5,87,West_Bengal
2024-06-14,37.5,29.0,0.0,19.5,92,West_Bengal
2024-06-15,37.1,29.5,6.6,21.7,89,West_Bengal
2024-06-16,36.6,29.7,0.0,19.6,88,West_Bengal
2024-06-17,37.4,29.6,0.0,29.9,87,West_Bengal
2024-06-18,32.2,28.3,19.4,21.9,92,West_Bengal
2024-06-19,34.7,28.1,2.9,23.6,92,West_Bengal
2024-06-20,35.0,28.0,24.9,19.1,95,West_Bengal
2024-06-21,31.7,27.6,1.9,12.0,96,West_Bengal
2024-06-22,32.8,27.0,9.7,15.2,96,West_Bengal
2024-06-23,33.4,26.9,3.7,16.8,96,West_Bengal
2024-06-24,33.3,27.3,0.3,18.4,93,West_Bengal
2024-06-25,33.7,28.2,0.4,18.3,89,West_Bengal
2024-06-26,33.8,27.5,2.5,15.0,93,West_Bengal
2024-06-27,32.7,27.6,14.6,15.7,91,West_Bengal
2024-06-28,32.4,27.1,14.3,13.9,92,West_Bengal
2024-06-29,31.6,27.0,4.9,16.1,94,West_Bengal
2024-06-30,31.6,26.4,20.6,16.6,96,West_Bengal
2024-01-01,16.5,5.8,0.0,8.2,100,Anand_Vihar
2024-01-02,15.2,4.4,0.0,8.4,100,Anand_Vihar
2024-01-03,15.9,4.4,0.0,11.2,100,Anand_Vihar
2024-01-04,18.1,5.1,0.0,10.7,99,Anand_Vihar
2024-01-05,17.4,7.9,0.1,7.4,98,Anand_Vihar
2024-01-06,17.3,6.5,0.0,8.9,100,Anand_Vihar
2024-01-07,17.7,6.3,0.0,9.0,98,Anand_Vihar
2024-01-08,18.5,5.6,0.0,9.4,100,Anand_Vihar
2024-01-09,18.4,6.0,0.0,13.4,99,Anand_Vihar
2024-01-10,16.3,4.5,0.0,15.4,96,Anand_Vihar
2024-01-11,15.6,5.3,0.0,11.9,100,Anand_Vihar
2024-01-12,17.6,5.6,0.0,11.5,100,Anand_Vihar
2024-01-13,18.0,5.2,0.0,10.8,100,Anand_Vihar
2024-01-14,18.0,4.2,0.0,8.7,100,Anand_Vihar
2024-01-15,16.1,4.9,0.0,9.4,100,Anand_Vihar
2024-01-16,17.1,3.1,0.0,10.9,100,Anand_Vihar
2024-01-17,17.7,3.4,0.0,10.2,98,Anand_Vihar
2024-01-18,17.7,5.2,0.0,9.8,100,Anand_Vihar
2024-01-19,16.5,5.8,0.0,9.4,100,Anand_Vihar
2024-01-20,15.9,4.6,0.0,9.8,100,Anand_Vihar
2024-01-21,16.2,5.4,0.0,14.6,100,Anand_Vihar
2024-01-22,16.5,4.5,0.0,9.2,100,Anand_Vihar
2024-01-23,17.4,4.8,0.0,9.4,100,Anand_Vihar
2024-01-24,18.5,6.2,0.0,8.3,100,Anand_Vihar
2024-01-25,17.6,5.5,0.0,8.7,100,Anand_Vihar
2024-01-26,18.5,5.6,0.0,9.4,100,Anand_Vihar
2024-01-27,20.7,7.0,0.0,17.4,96,Anand_Vihar
2024-01-28,20.1,6.2,0.0,12.1,97,Anand_Vihar
2024-01-29,21.1,9.1,0.0,10.5,97,Anand_Vihar
2024-01-30,20.6,9.6,0.0,8.7,100,Anand_Vihar
2024-01-31,20.2,9.1,3.4,14.8,100,Anand_Vihar
2024-02-01,20.7,11.8,31.5,21.9,97,Anand_Vihar
2024-02-02,19.5,7.8,0.0,15.9,100,Anand_Vihar
2024-02-03,20.6,7.8,0.0,10.6,86,Anand_Vihar
2024-02-04,21.2,12.2,3.9,16.8,97,Anand_Vihar
2024-02-05,20.1,10.5,2.8,12.8,99,Anand_Vihar
2024-02-06,18.9,7.6,0.0,15.7,96,Anand_Vihar
2024-02-07,18.7,7.5,0.0,23.6,86,Anand_Vihar
2024-02-08,19.1,8.2,0.0,27.0,81,Anand_Vihar
2024-02-09,20.5,8.1,0.0,14.8,82,Anand_Vihar
2024-02-10,19.7,6.2,0.0,10.5,100,Anand_Vihar
2024-02-11,21.5,8.4,0.0,9.4,98,Anand_Vihar
2024-02-12,21.6,7.6,0.0,9.1,99,Anand_Vihar
2024-02-13,21.1,8.1,0.0,9.7,99,Anand_Vihar
2024-02-14,22.8,10.1,0.0,13.0,97,Anand_Vihar
2024-02-15,23.6,9.6,0.0,14.5,94,Anand_Vihar
2024-02-16,24.4,8.4,0.0,13.3,95,Anand_Vihar
2024-02-17,24.6,9.0,0.0,15.0,87,Anand_Vihar
2024-02-18,26.9,9.7,0.0,14.5,90,Anand_Vihar
2024-02-19,26.8,14.4,0.1,29.0,75,Anand_Vihar
2024-02-20,27.4,14.9,1.9,20.4,90,Anand_Vihar
2024-02-21,26.1,11.8,0.0,19.5,98,Anand_Vihar
2024-02-22,24.0,10.7,0.0,17.6,86,Anand_Vihar
2024-02-23,22.8,8.9,0.0,14.6,78,Anand_Vihar
2024-02-24,23.2,8.7,0.0,10.9,73,Anand_Vihar
2024-02-25,24.8,11.0,0.0,14.1,72,Anand_Vihar
2024-02-26,24.8,11.4,0.0,13.4,72,Anand_Vihar
2024-02-27,24.6,13.8,0.3,15.3,63,Anand_Vihar
2024-02-28,24.1,11.5,0.0,20.8,79,Anand_Vihar
2024-02-29,26.2,12.0,0.0,13.1,80,Anand_Vihar
2024-03-01,26.2,13.3,1.2,14.6,82,Anand_Vihar
2024-03-02,24.4,17.3,5.8,32.2,95,Anand_Vihar
2024-03-03,23.1,13.4,5.6,15.3,98,Anand_Vihar
2024-03-04,22.0,11.3,0.0,14.3,100,Anand_Vihar
2024-03-05,21.1,8.9,0.0,15.5,74,Anand_Vihar
2024-03-06,21.4,9.2,0.0,14.9,70,Anand_Vihar
2024-03-07,24.5,9.9,0.0,15.3,85,Anand_Vihar
2024-03-08,25.6,11.3,0.0,17.0,76,Anand_Vihar
2024-03-09,25.5,11.9,0.0,16.9,72,Anand_Vihar
2024-03-10,26.9,11.7,0.0,11.0,75,Anand_Vihar
2024-03-11,29.8,14.9,0.0,14.8,83,Anand_Vihar
2024-03-12,29.5,14.2,0.0,17.2,71,Anand_Vihar
2024-03-13,29.7,13.8,0.0,18.4,83,Anand_Vihar
2024-03-14,29.4,14.1,0.0,16.6,88,Anand_Vihar
2024-03-15,27.6,14.2,0.0,16.6,66,Anand_Vihar
2024-03-16,28.0,12.2,0.0,13.4,76,Anand_Vihar
2024-03-17,28.9,12.2,0.0,12.0,74,Anand_Vihar
2024-03-18,28.6,12.9,0.0,12.6,80,Anand_Vihar
2024-03-19,30.0,12.9,0.0,15.9,83,Anand_Vihar
2024-03-20,31.7,14.1,0.0,11.8,77,Anand_Vihar
2024-03-21,28.8,16.8,0.0,18.7,89,Anand_Vihar
2024-03-22,32.1,17.5,0.0,14.9,85,Anand_Vihar
2024-03-23,33.7,18.3,0.0,20.4,85,Anand_Vihar
2024-03-24,30.8,18.6,0.0,36.4,66,Anand_Vihar
2024-03-25,32.7,16.6,0.0,22.4,82,Anand_Vihar
2024-03-26,33.5,18.5,0.0,14.1,67,Anand_Vihar
2024-03-27,35.7,19.8,0.0,16.2,65,Anand_Vihar
2024-03-28,36.7,21.7,0.0,17.1,62,Anand_Vihar
2024-03-29,35.8,20.4,0.1,15.6,74,Anand_Vihar
2024-03-30,34.8,22.7,0.0,21.6,65,Anand_Vihar
2024-03-31,34.3,19.8,0.0,20.2,69,Anand_Vihar
2024-04-01,31.6,18.7,0.0,20.8,72,Anand_Vihar
2024-04-02,32.9,16.7,0.0,22.0,63,Anand_Vihar
2024-04-03,35.3,19.7,0.0,16.6,45,Anand_Vihar
2024-04-04,36.1,20.2,0.0,18.4,50,Anand_Vihar
2024-04-05,36.0,20.7,0.0,27.7,39,Anand_Vihar
2024-04-06,34.9,19.8,0.0,20.2,36,Anand_Vihar
2024-04-07,35.2,17.2,0.0,20.4,38,Anand_Vihar
2024-04-08,36.8,19.0,0.0,18.8,39,Anand_Vihar
2024-04-09,37.7,18.5,0.0,17.6,36,Anand_Vihar
2024-04-10,37.5,19.1,0.0,16.9,42,Anand_Vihar
2024-04-11,38.0,20.9,0.0,12.8,34,Anand_Vihar
2024-04-12,38.1,21.9,0.0,12.4,37,Anand_Vihar
2024-04-13,38.5,24.4,2.1,15.2,60,Anand_Vihar
2024-04-14,33.6,22.2,0.7,15.0,63,Anand_Vihar
2024-04-15,36.6,21.8,0.4,20.7,74,Anand_Vihar
2024-04-16,35.9,23.4,0.0,21.0,64,Anand_Vihar
2024-04-17,35.5,22.1,0.0,29.6,50,Anand_Vihar
2024-04-18,38.0,23.5,0.0,20.3,34,Anand_Vihar
2024-04-19,38.3,24.9,0.0,18.3,46,Anand_Vihar
2024-04-20,36.8,22.5,0.0,20.6,51,Anand_Vihar
2024-04-21,36.8,23.6,0.0,16.2,42,Anand_Vihar
2024-04-22,37.3,24.5,0.0,26.2,47,Anand_Vihar
2024-04-23,38.1,22.4,0.0,29.3,42,Anand_Vihar
2024-04-24,37.0,20.9,0.0,22.8,57,Anand_Vihar
2024-04-25,38.1,20.8,0.0,23.2,43,Anand_Vihar
2024-04-26,39.4,23.0,0.0,34.2,46,Anand_Vihar
2024-04-27,38.0,25.3,0.0,24.1,47,Anand_Vihar
2024-04-28,37.5,22.6,0.0,17.1,49,Anand_Vihar
2024-04-29,38.3,22.4,0.0,25.3,42,Anand_Vihar
2024-04-30,36.4,23.1,0.0,20.3,48,Anand_Vihar
2024-05-01,32.7,20.5,0.0,24.8,42,Anand_Vihar
2024-05-02,35.2,19.2,0.0,19.4,42,Anand_Vihar
2024-05-03,38.1,20.6,0.0,24.9,36,Anand_Vihar
2024-05-04,40.7,26.7,0.0,20.3,30,Anand_Vihar
2024-05-05,41.1,25.2,0.0,19.7,31,Anand_Vihar
2024-05-06,40.6,25.9,0.0,22.6,33,Anand_Vihar
2024-05-07,41.4,25.7,0.0,17.3,43,Anand_Vihar
2024-05-08,39.2,26.4,0.0,21.6,63,Anand_Vihar
2024-05-09,39.1,26.2,0.0,23.8,57,Anand_Vihar
2024-05-10,39.1,25.8,0.2,22.0,63,Anand_Vihar
2024-05-11,38.9,25.8,0.1,18.1,65,Anand_Vihar
2024-05-12,37.6,26.6,0.9,16.5,57,Anand_Vihar
2024-05-13,40.3,25.6,0.0,20.1,54,Anand_Vihar
2024-05-14,40.9,23.6,0.0,20.7,39,Anand_Vihar
2024-05-15,42.2,24.7,0.0,18.4,37,Anand_Vihar
2024-05-16,42.8,25.4,0.0,18.6,36,Anand_Vihar
2024-05-17,44.1,27.4,0.0,19.0,34,Anand_Vihar
